Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14-August-2019,1524.00,1544.00,1466.95,1530.10,1507.113990715876683527,48039,3053,72400249.00,7862,16.37,77.05,6.10
13-August-2019,1649.00,1649.00,1512.10,1524.15,1535.859165348270406636,233870,7976,359191383.00,126765,54.20,136.90,-124.85
9-August-2019,1655.75,1682.10,1643.00,1665.50,1666.749025663651739098,13599,686,22666120.00,3157,23.21,39.10,9.75
8-August-2019,1645.00,1654.80,1627.00,1651.30,1643.315473912488837861,7839,522,12881950.00,986,12.58,27.80,6.30
7-August-2019,1619.95,1656.85,1599.65,1633.10,1635.132340142323247836,19533,763,31939040.00,4817,24.66,57.20,13.15
6-August-2019,1571.00,1621.60,1568.00,1615.30,1602.216836516228483343,11677,497,18709086.00,1508,12.91,53.60,44.30
5-August-2019,1580.40,1607.90,1567.00,1577.05,1583.731314168377823408,9740,523,15425543.00,2370,24.33,40.90,-3.35
2-August-2019,1626.00,1626.00,1580.00,1603.00,1600.488319420177311848,15453,706,24732346.00,3024,19.57,46.00,-23.00
1-August-2019,1620.00,1647.30,1598.00,1615.80,1621.561473799984287846,12729,805,20640856.00,2504,19.67,49.30,-4.20
31-July-2019,1646.00,1647.90,1567.35,1634.05,1601.837930836726501118,34874,1687,55862496.00,11255,32.27,80.55,-11.95
30-July-2019,1645.00,1672.55,1642.00,1658.70,1659.423180420297283444,15608,776,25900277.00,2842,18.21,30.55,13.70
29-July-2019,1669.00,1677.00,1643.90,1653.20,1658.067124070897655803,8745,430,14499797.00,1345,15.38,33.10,-15.80
26-July-2019,1645.00,1673.00,1626.20,1664.80,1657.602492707504640678,18855,962,31254095.00,4575,24.26,46.80,19.80
25-July-2019,1607.45,1649.95,1607.45,1641.20,1636.378343753202828738,19514,928,31932287.00,2823,14.47,42.50,33.75
24-July-2019,1620.00,1628.25,1595.20,1605.05,1606.507890565777685893,14511,710,23312036.00,3726,25.68,33.05,-14.95
23-July-2019,1633.75,1644.00,1610.00,1620.70,1629.373961218836565096,14440,670,23528160.00,1859,12.87,34.00,-13.05
22-July-2019,1624.00,1630.00,1601.00,1626.45,1622.191527599486521181,15580,630,25273744.00,2470,15.85,29.00,2.45
19-July-2019,1646.30,1657.50,1618.05,1623.90,1634.984602110572774938,15067,724,24634313.00,3029,20.10,39.45,-22.40
18-July-2019,1655.95,1662.30,1638.05,1641.50,1646.352233676975945017,18042,910,29703487.00,3106,17.22,24.25,-14.45
17-July-2019,1650.00,1655.30,1636.65,1652.60,1647.419634263715110683,10390,630,17116690.00,2881,27.73,18.65,2.60
16-July-2019,1616.00,1650.90,1616.00,1647.70,1638.594026001554440754,56612,1133,92764085.00,31951,56.44,34.90,31.70
15-July-2019,1615.30,1630.50,1601.00,1613.55,1614.351835535976505139,10215,539,16490604.00,1489,14.58,29.50,-1.75
12-July-2019,1613.75,1620.45,1587.35,1611.65,1604.970036126655805057,14117,799,22657362.00,2994,21.21,33.10,-2.10
11-July-2019,1622.00,1642.50,1606.15,1608.80,1624.209934701492537313,21440,908,34823061.00,3288,15.34,36.35,-13.20
10-July-2019,1602.65,1633.55,1601.80,1623.10,1621.967884425505378579,19243,978,31211528.00,2064,10.73,31.75,20.45
9-July-2019,1576.00,1615.00,1569.55,1603.60,1596.625654607837235899,16613,865,26524742.00,3666,22.07,45.45,27.60
8-July-2019,1635.00,1635.00,1565.60,1575.50,1579.082979616586594523,21439,1489,33853960.00,7664,35.75,69.40,-59.50
